URL,Source,h1,p
https://fredericksgallery.ca/products/mel,https://fredericksgallery.ca,Mel,"Concerned about getting the best value for your dollar? ### Call Today For Details (519) 836-4005 ### Free ### Each Stylus sofa is hand built by old world craftsman taking care to provide a high quality product while providing exceptional value to our customers. ### And best of all, you can customize your furniture the way YOU want it! ### You choose the frame, foam, configuration, and fabric - you create the perfect arrangement and style for your home. With 100's of fabrics to choose from, your furniture can be as unique as you are. Don't worry, we have talented and eager consultants waiting to help you make that perfect decision, if you need a little guidance along the way. ### On display in our showroom, so come try it out! ### This piece is proudly Canadian ### Sign up to get the latest on sales, new releases and more … ### © 2024Frederick's Furniture Gallery.
              Guelph, Ontario, Canada ### Design Questions? - We Are Here For You!Visit us soon;bring your floor plans, paint colours, fabric samples and pictures. Whether you’re starting from scratch or making simple adjustments, our professional design consultants are here to assist you.We're happy to helpselect furniture that suits your space, as well as décor items to complement your personality and lifestyle, all within your budget.Our in-store design consultation is complimentary.For prompt and efficient service,please contact us today for your appointment."
https://hklivingusa.com/products/traditional-dutch-tablecloth-brown,https://hklivingusa.com,Traditional Dutch tablecloth - brown,"Traditional Dutch ### The Dutch people like to cover their table with a cloth before they have dinner. You can decorate your table and give it a Dutch flair with this traditional tablecloth that is made of woven cotton and rolled hemp with a checkered pattern (brown) ### This table cloth is also big enough to use as a picnic blanket ### · Dimensions: 63"" x 98.5""· Material: cotton / hemp· Color: brown / off white ### Be the first to know about new arrivals and sales. ### Copyright © 2024 HKLIVING USA. ### Powered by Shopify"
https://hklivingusa.com/products/rattan-bar-stool-black,https://hklivingusa.com,Rattan counter bar stool - black,"Hand braided, black painted rattan counter stool. The legs are made of black lacquered metal. This best seller has a timeless design and looks great in any kitchen, especially at a kitchen island. The seat height is 26"" which makes it a perfect counter height (bar) stool. ### Because of the natural material of the chair, it's possible that the rattan can develop small cracks and breakages over time, This does not effect the product quality, yet we recommend that you use a pillow orseat protectorfor extra comfort and duration of product. ### ·Dimensions: 16.5"" x 18.5"" x 35"" / seat height 26""·Material: natural wicker / paint / metal·Color: black·Remarks: max. carrying weight 250 lbs. ### *Please note that irregularities and flaws are to be expected due to the origin of material    this barstool is made of. ### Be the first to know about new arrivals and sales. ### Copyright © 2024 HKLIVING USA. ### Powered by Shopify"
https://www.laura-james.co.uk/products/sideboard-corona-3-drawer,https://www.laura-james.co.uk,Sideboard - 3 Drawers 3 Doors - Solid Wood,"Shop Indoor New In ### Shop Garden New In ### Shop Indoor New In ### Shop Garden New In ### SHOP RATTAN ### SHOP AMELIA ### SHOP TRACY ### NEW IN ### SHOP SHOE CABINETS ### NEW IN ### Shop Office Chairs ### SHOP RATTAN ### SHOP GARDEN SOFAS ### SHOP WOODEN DINING SETS ### SHOP AMELIA ### NEW IN ### SHOP BOSCO ### SHOP TRACY ### SHOP CHATSWORTH ### NEW IN ### NEW IN ### SHOP ALICE ### SHOP RAYNA ### SHOP SHOE CABINETS ### SHOP RADIATOR COVERS ### NEW IN ### NEW IN ### SHOP CUSHION COVERS ### SUSTAINABLE LIGHTING ### Shop Office Chairs ### SHOP DESKS ### NEW IN ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Notify Me When This Product Is Available ### In stock, ready for despatchGet it byWed 22 December 2020 ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 Year Warranty Included ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### This solid pine sideboard is a natural solid wood piece exclusive to our Corona Mexican pine range. With three large cupboards and three drawers, you can keep your belongings organized. Made from solid pine wood this sturdy sideboard is a must-have in your home. ### Crafted from solid pine this piece is finished with an antique wax to bring out the character of the natural wood and features black hardware for traditional rustic charm. ### Standard delivery charges are shown in the table below: ### What is my delivery cost and date? ### What happens after I've ordered? ### You will receive a courier tracking notification 1-2 days before your order is due to arrive at your location (the get it by date featured above). ### To find out more pleasesee our FAQs. ### Returns ### We accept returns within 28 days of delivery, to find out more please see ourReturns Policy ### Sideboard Dimensions ### H84cm W134cm D44cm ### Main Material ### Solid pine with antique wax finish ### Handle Material ### Metal ### Max Weight Capacity ### 60kg ### Number Of Cupboards ### 3 ### Cupboard Dimensions ### H46cmcm W33cm D37.5cm ### Number Of Drawers ### 3 ### Drawer Dimensions ### H11.5cm W30cm D32cm ### Special Features ### Solid pine with traditional style handles ### Spare Parts ### Available upon request ### Self Assembly Required ### Yes ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### Sideboard Dimensions ### H84cm W134cm D44cm ### Main Material ### Solid pine with antique wax finish ### Handle Material ### Metal ### Max Weight Capacity ### 60kg ### Number Of Cupboards ### 3 ### Cupboard Dimensions ### H46cmcm W33cm D37.5cm ### Number Of Drawers ### 3 ### Drawer Dimensions ### H11.5cm W30cm D32cm ### Special Features ### Solid pine with traditional style handles ### Spare Parts ### Available upon request ### Self Assembly Required ### Yes ### Get inspiration, new arrivals and latest news straight to your inbox so that you're always in the know. ### Unit 2 Provincial Park, Nether Lane, Ecclesfield, Sheffield, S35 9ZX

7 Horseshoe Park, Pangbourne, Berkshire, RG8 7JW

AGTC LTD Trading as Laura James

Registered company number 08805177email -customercare@laura-james.co.ukhttps://register.fca.org.uk"
https://hklivingusa.com/products/bohemian-hammock,https://hklivingusa.com,Bohemian hammock,"Relax! Take it easy.....This hammock with a bohemian vibe is handmade of colored cotton with fringes. ### Make your outdoor space as cozy and inviting as can be with the Macrame Hammock with Fringe. You can enjoy relaxing in the hammock In your yard or patio, whether you're sipping on a refreshing beverage or curled up with a good book. Plus, the fringed macrame design gives it a chic boho-inspired look that you'll love as part of your porch or patio décor. ### The hammock comes with black mounting ropes to hang the hammock and a cotton carry bag. ### Dimensions: 79 x 31.5 inch. Color may vary slightly from image for this is a handmade product and each one is unique. ### Be the first to know about new arrivals and sales. ### Copyright © 2024 HKLIVING USA. ### Powered by Shopify"
https://www.stacksfurniture.co.nz/products/greytownextendabletable1400mm,https://www.stacksfurniture.co.nz,Greytown Extendable Dining Table - 1400mm,"VISIT OUR NEWTOWN SHOWROOM - OPEN 7 DAYS ### Cart ### Your cart is empty. ### Continue browsing ### Shipping & taxes calculated at checkout ### The Greytown Extendable Dining Table is a tribute to 18th Century Irish carpentry, made from reclaimed pine and stained to a lovely deep colour. ### It is easy to extend - just pull the tabletop apart, lift out the extension leaf and push the top back together to lock it in. ### Measures:1400W (extends to 1800W) x 900D x 785H mm ### Please note knots, slight cracking, blemishes, small dents and minor colour variations are inherent characteristics of wood products. These irregularities do not impact the structural integrity of our products, and are not considered defects. Minor variations should be expected, and are part of the natural character and allure of wood products. ### See shipping costs and details. ### Also available in asmaller size. ### View other items in theGreytown collection here. ### See our other dining tables here. ### Wood care guide. ### Please note:that the extension leaf needs to be exposed as regularly as the rest of the table to allow for even colouring over time. ### Stay up to date and subscribe to our mailing list. ### This customer is already subscribed ### More info ### Contact us ### Phone:04 389 9199 ### Email:info@stacksfurniture.co.nz ### Address:59 Adelaide RoadNewtown, Wellington ### Hours:Monday to Friday 10–5Weekends 10–4"
https://fredericksgallery.ca/products/2121,https://fredericksgallery.ca,2121 Sectional and Sofa,"Concerned about getting the best value for your dollar? ### Call Today For Details (519) 836-4005 ### Free ### Each Stylus sofa is hand built by old world craftsman taking care to provide a high quality product while providing exceptional value to our customers. ### And best of all, you can customize your furniture the way YOU want it! ### You choose the frame, foam, configuration, and fabric - you create the perfect arrangement and style for your home. With 100's of fabrics to choose from, your furniture can be as unique as you are. Don't worry, we have talented and eager consultants waiting to help you make that perfect decision, if you need a little guidance along the way. ### This piece is proudly Canadian. ### Also available in: ### Loveseat, Chair, Ottoman, Chair 1/2, Apt-Sofa, Sleeper Sofa and Sectional Pieces. ### Sign up to get the latest on sales, new releases and more … ### © 2024Frederick's Furniture Gallery.
              Guelph, Ontario, Canada ### Design Questions? - We Are Here For You!Visit us soon;bring your floor plans, paint colours, fabric samples and pictures. Whether you’re starting from scratch or making simple adjustments, our professional design consultants are here to assist you.We're happy to helpselect furniture that suits your space, as well as décor items to complement your personality and lifestyle, all within your budget.Our in-store design consultation is complimentary.For prompt and efficient service,please contact us today for your appointment."
https://fredericksgallery.ca/products/9dw11,https://fredericksgallery.ca,9DW11,"Concerned about getting the best value for your dollar? ### Call Today For Details (519) 836-4005 ### Free ### Sign up to get the latest on sales, new releases and more … ### © 2024Frederick's Furniture Gallery.
              Guelph, Ontario, Canada ### Design Questions? - We Are Here For You!Visit us soon;bring your floor plans, paint colours, fabric samples and pictures. Whether you’re starting from scratch or making simple adjustments, our professional design consultants are here to assist you.We're happy to helpselect furniture that suits your space, as well as décor items to complement your personality and lifestyle, all within your budget.Our in-store design consultation is complimentary.For prompt and efficient service,please contact us today for your appointment."
https://www.couchpotatocompany.com/products/ace-sofa,https://www.couchpotatocompany.com,Ace Sofa ### Ace Sofa,"020 3325 1779info@couchpotatocompany.com ### In Stock & Quickship ### Eyes on the Icons ### Meet Tai Ping.When Art meets rug design. ### All About Eames ### Couch Club benefits ### How to buy a sofa ### Use code winter10 for 10% off over £750 | Use code winter15 for 15% off over £1800 | Use code winter20 for 20% off over £3500. SALE ENDS 31ST JANUARY ### Use code winter10 for 10% off over £750 | Use code winter15 for 15% off over £1800 | Use code winter20 for 20% off over £3500. SALE ENDS 31ST JANUARY ### Estimated lead times:9-11 weeks ### Ace is a classic sofa series by Stouby available in fabric or leather with an upholstered arm and loose seat and back cushions. Seat and back cushions in fabric are reversible, and are also available with pipings. Ace comes with legs in brushed stainless steel, beech untreated, soap-treated or lacquered and in oak oiled or soap-treated. Designed in 2004 by Stouby design team. ### Within UK:020 3325 1779 ### Outside UK:+44 20 3325 1779 ### info@couchpotatocompany.com ### Trade Enquiries ### London Showroom ### Couch Potato Company ### 280 Waterloo Road ### London ### SE1 8RQ ### Copyright © 2022,Couch Potato Company ### WHAT ARE YOU LOOKING FOR? ### Search for ""{{ result }}"" ### SUBTOTAL ### Thanks for subscribing! ### We use cookies to ensure that we give you the best experience on our website. Click here for ourPrivacy & Cookies policy. ### Join the Couch Club ### Join the Couch Club to receive up to 20% off your first order. The discount varies according to spend. Be the first to hear about our latest promotions, product launches and events, ### By joining our mailing list, you agree to receive our monthly newsletter. You can unsubscribe at any time."
https://www.laura-james.co.uk/products/nesting-tables-corona,https://www.laura-james.co.uk,Nest of 3 Tables - Corona Range,"Shop Indoor New In ### Shop Garden New In ### Shop Indoor New In ### Shop Garden New In ### SHOP RATTAN ### SHOP AMELIA ### SHOP TRACY ### NEW IN ### SHOP SHOE CABINETS ### NEW IN ### Shop Office Chairs ### SHOP RATTAN ### SHOP GARDEN SOFAS ### SHOP WOODEN DINING SETS ### SHOP AMELIA ### NEW IN ### SHOP BOSCO ### SHOP TRACY ### SHOP CHATSWORTH ### NEW IN ### NEW IN ### SHOP ALICE ### SHOP RAYNA ### SHOP SHOE CABINETS ### SHOP RADIATOR COVERS ### NEW IN ### NEW IN ### SHOP CUSHION COVERS ### SUSTAINABLE LIGHTING ### Shop Office Chairs ### SHOP DESKS ### NEW IN ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Notify Me When This Product Is Available ### In stock, ready for despatchGet it byWed 22 December 2020 ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 Year Warranty Included ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### The Corona solid pine nest of tables is a great addition to any living room. Versatile in nature these three tables nest neatly underneath one another to create a compact piece of furniture that offers plenty of surface space when needed. Utilize as side tables or small coffee tables to create surface space in your living room. ### This versatile set of three nest tables can serve as side tables for lamps and magazines or be spread out for drinks and snacks during gatherings. Each table offers a unique and warm look due to the natural wood, adding traditional rustic charm to any room. ### Solid pine ### Wax ### 20kg ### 25kg ### 30kg ### Solid pine with an antique wax finish ### Yes ### Standard delivery charges are shown in the table below: ### What is my delivery cost and date? ### What happens after I've ordered? ### You will receive a courier tracking notification 1-2 days before your order is due to arrive at your location (the get it by date featured above). ### To find out more pleasesee our FAQs. ### Returns ### We accept returns within 28 days of delivery, to find out more please see ourReturns Policy ### Number of Tables ### 3 ### Large Table Dimensions ### H53cm W66cm D42cm ### Medium Table Dimensions ### H46cm W52cm D37cm ### Small Table Dimensions ### H38cm W38cm D32cm ### Table Material ### Solid pine with wax finish ### Total Weight ### 14kg ### Table Max Weight Capacity ### L30kg M25kg S20kg ### Special Features ### Solid pine with an antique wax finish ### Spare Parts ### Available upon request ### Self Assembly Required ### Yes ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### Number of Tables ### 3 ### Large Table Dimensions ### H53cm W66cm D42cm ### Medium Table Dimensions ### H46cm W52cm D37cm ### Small Table Dimensions ### H38cm W38cm D32cm ### Table Material ### Solid pine with wax finish ### Total Weight ### 14kg ### Table Max Weight Capacity ### L30kg M25kg S20kg ### Special Features ### Solid pine with an antique wax finish ### Spare Parts ### Available upon request ### Self Assembly Required ### Yes ### Get inspiration, new arrivals and latest news straight to your inbox so that you're always in the know. ### Unit 2 Provincial Park, Nether Lane, Ecclesfield, Sheffield, S35 9ZX

7 Horseshoe Park, Pangbourne, Berkshire, RG8 7JW

AGTC LTD Trading as Laura James

Registered company number 08805177email -customercare@laura-james.co.ukhttps://register.fca.org.uk"
https://fredericksgallery.ca/products/2a01lv,https://fredericksgallery.ca,2A01LV,"Concerned about getting the best value for your dollar? ### Call Today For Details (519) 836-4005 ### Free ### Sign up to get the latest on sales, new releases and more … ### © 2024Frederick's Furniture Gallery.
              Guelph, Ontario, Canada ### Design Questions? - We Are Here For You!Visit us soon;bring your floor plans, paint colours, fabric samples and pictures. Whether you’re starting from scratch or making simple adjustments, our professional design consultants are here to assist you.We're happy to helpselect furniture that suits your space, as well as décor items to complement your personality and lifestyle, all within your budget.Our in-store design consultation is complimentary.For prompt and efficient service,please contact us today for your appointment."
https://www.laura-james.co.uk/products/coffee-table-corona,https://www.laura-james.co.uk,Wooden Coffee Table,"Shop Indoor New In ### Shop Garden New In ### Shop Indoor New In ### Shop Garden New In ### SHOP RATTAN ### SHOP AMELIA ### SHOP TRACY ### NEW IN ### SHOP SHOE CABINETS ### NEW IN ### Shop Office Chairs ### SHOP RATTAN ### SHOP GARDEN SOFAS ### SHOP WOODEN DINING SETS ### SHOP AMELIA ### NEW IN ### SHOP BOSCO ### SHOP TRACY ### SHOP CHATSWORTH ### NEW IN ### NEW IN ### SHOP ALICE ### SHOP RAYNA ### SHOP SHOE CABINETS ### SHOP RADIATOR COVERS ### NEW IN ### NEW IN ### SHOP CUSHION COVERS ### SUSTAINABLE LIGHTING ### Shop Office Chairs ### SHOP DESKS ### NEW IN ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Notify Me When This Product Is Available ### In stock, ready for despatchGet it byWed 22 December 2020 ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 Year Warranty Included ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### Expertly crafted from solid pine wood, this coffee table with storage will look superb topped with your latest magazines and your favourite coffee table books. ### For a traditional feeling, the beautifully constructed pine coffee table offers a soft tone and subtle black detailing. Each table will have its own unique finish due to the nature of solid wood providing warmth to the room. Combine with a cream sofa for a bright rustic feel, or enhance the natural tones of this Mexican pine table with brown leather seating. ### Solid pine ### Wax ### 50kg ### Height 11.5cm, Width 28cm, Depth 27cm ### 43cm ### Traditional style handles ### Solid pine ### Yes ### Standard delivery charges are shown in the table below: ### What is my delivery cost and date? ### What happens after I've ordered? ### You will receive a courier tracking notification 1-2 days before your order is due to arrive at your location (the get it by date featured above). ### To find out more pleasesee our FAQs. ### Returns ### We accept returns within 28 days of delivery, to find out more please see ourReturns Policy ### Coffee Table Dimensions ### H45cm W100cm D60cm ### Height From Floor To Underside ### 43cm ### Main Material ### Solid pine with wax finish ### Handle Material ### Metal ### Product Weght ### 15kg ### Max Weight Capacity ### 50kg ### Drawer Dimensions ### H11.5cm W28cm D27cm ### Special Features ### Traditional style handles with antique wax finish ### Spare Parts ### Available upon request ### Self Assembly Required ### Yes ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### Coffee Table Dimensions ### H45cm W100cm D60cm ### Height From Floor To Underside ### 43cm ### Main Material ### Solid pine with wax finish ### Handle Material ### Metal ### Product Weght ### 15kg ### Max Weight Capacity ### 50kg ### Drawer Dimensions ### H11.5cm W28cm D27cm ### Special Features ### Traditional style handles with antique wax finish ### Spare Parts ### Available upon request ### Self Assembly Required ### Yes ### Get inspiration, new arrivals and latest news straight to your inbox so that you're always in the know. ### Unit 2 Provincial Park, Nether Lane, Ecclesfield, Sheffield, S35 9ZX

7 Horseshoe Park, Pangbourne, Berkshire, RG8 7JW

AGTC LTD Trading as Laura James

Registered company number 08805177email -customercare@laura-james.co.ukhttps://register.fca.org.uk"
https://www.laura-james.co.uk/products/sideboard-corona-2-drawer,https://www.laura-james.co.uk,Sideboard - Solid Wood - 2 Drawers,"Shop Indoor New In ### Shop Garden New In ### Shop Indoor New In ### Shop Garden New In ### SHOP RATTAN ### SHOP AMELIA ### SHOP TRACY ### NEW IN ### SHOP SHOE CABINETS ### NEW IN ### Shop Office Chairs ### SHOP RATTAN ### SHOP GARDEN SOFAS ### SHOP WOODEN DINING SETS ### SHOP AMELIA ### NEW IN ### SHOP BOSCO ### SHOP TRACY ### SHOP CHATSWORTH ### NEW IN ### NEW IN ### SHOP ALICE ### SHOP RAYNA ### SHOP SHOE CABINETS ### SHOP RADIATOR COVERS ### NEW IN ### NEW IN ### SHOP CUSHION COVERS ### SUSTAINABLE LIGHTING ### Shop Office Chairs ### SHOP DESKS ### NEW IN ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Notify Me When This Product Is Available ### In stock, ready for despatchGet it byWed 22 December 2020 ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 Year Warranty Included ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### A magnificent and well-structured sideboard, perfect for keeping your living room or dining room organized, our Corona solid pine sideboard is a must-have addition to your home. With black traditional hardware, this solid wood two door two drawer sideboard fits well with traditional decor, or easily style with more ethereal accessories like glass vases and grasses to enhance the natural aesthetic of this solid piece storage unit. ### Crafted from solid pine, this small sideboard is finished with antique wax to bring out the character of the natural wood and features black hardware for traditional rustic charm. This sideboard works beautifully alongside traditional decor, but can also be used in modern homes to create a hardwood statement piece. ### Standard delivery charges are shown in the table below: ### What is my delivery cost and date? ### What happens after I've ordered? ### You will receive a courier tracking notification 1-2 days before your order is due to arrive at your location (the get it by date featured above). ### To find out more pleasesee our FAQs. ### Returns ### We accept returns within 28 days of delivery, to find out more please see ourReturns Policy ### Sideboard Dimensions ### H84cm W92cm D44cm ### Main Material ### Solid Pine with wax finish ### Handle Material ### Metal ### Max Weight Capacity ### 60kg ### Number Of Cupboards ### 2 ### Cupboard Dimensions ### H46cm W33cm D37.5cm ### Number Of Drawers ### 2 ### Drawer Dimensions ### H11.5cm W30cm D32cm ### Special Features ### Solid Pine with traditional style handles ### Spare Parts ### Available Upon Request ### Self Assembly Required ### Yes ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### Sideboard Dimensions ### H84cm W92cm D44cm ### Main Material ### Solid Pine with wax finish ### Handle Material ### Metal ### Max Weight Capacity ### 60kg ### Number Of Cupboards ### 2 ### Cupboard Dimensions ### H46cm W33cm D37.5cm ### Number Of Drawers ### 2 ### Drawer Dimensions ### H11.5cm W30cm D32cm ### Special Features ### Solid Pine with traditional style handles ### Spare Parts ### Available Upon Request ### Self Assembly Required ### Yes ### Get inspiration, new arrivals and latest news straight to your inbox so that you're always in the know. ### Unit 2 Provincial Park, Nether Lane, Ecclesfield, Sheffield, S35 9ZX

7 Horseshoe Park, Pangbourne, Berkshire, RG8 7JW

AGTC LTD Trading as Laura James

Registered company number 08805177email -customercare@laura-james.co.ukhttps://register.fca.org.uk"
https://1outdoorfurniture.com/products/tessa-french-country-victorian-arm-chair-solid-wood,https://1outdoorfurniture.com,TESSA French Country Victorian Arm Chair Solid Wood,"( Last 3 Day ) Open Giant SALE / September 2 to 8 , 2024. / Up to 70% Off Clearance / Extra 10% OFF,  Free Instalment, 0% Interest! ### Regular price$3,599.00$1,199.00Sale ### TESSA French Country Victorian Arm Chair Solid Wood"
https://www.laura-james.co.uk/products/tv-unit-corona-2-drawer,https://www.laura-james.co.uk,Solid Wood TV Unit - Pine,"Shop Indoor New In ### Shop Garden New In ### Shop Indoor New In ### Shop Garden New In ### SHOP RATTAN ### SHOP AMELIA ### SHOP TRACY ### NEW IN ### SHOP SHOE CABINETS ### NEW IN ### Shop Office Chairs ### SHOP RATTAN ### SHOP GARDEN SOFAS ### SHOP WOODEN DINING SETS ### SHOP AMELIA ### NEW IN ### SHOP BOSCO ### SHOP TRACY ### SHOP CHATSWORTH ### NEW IN ### NEW IN ### SHOP ALICE ### SHOP RAYNA ### SHOP SHOE CABINETS ### SHOP RADIATOR COVERS ### NEW IN ### NEW IN ### SHOP CUSHION COVERS ### SUSTAINABLE LIGHTING ### Shop Office Chairs ### SHOP DESKS ### NEW IN ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Notify Me When This Product Is Available ### In stock, ready for despatchGet it byWed 22 December 2020 ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 Year Warranty Included ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### This stunning TV unit, crafted from solid pine is a must-have addition to your living room. With plenty of space to keep electronics housed safely, this piece will look great in your living room. Featuring traditional black hardware, this classic tv unit will easily become a cherished piece in your home. ### Product Details: ### This Tv shelving unit makes a stand in solid pine, with self and drawers to keeping entertainment systems safe and organised. ### Crafted from solid pine this piece is finished with an antique wax to bring out the character of the natural wood. Back hardware also adds a traditional rustic charm. ### Pine wood is an alluring addition to your home decor. Each piece will be different due to the natural finish of the wood. Unique knots and an antique wax finish to bring an attractive shine to the wood. ### Pine furniture is a lightweight making it easy to construct and move around your home. It is also very durable and shock-resistant so is perfect for everyday use. ### Standard delivery charges are shown in the table below: ### What happens after I've ordered? ### You will receive a courier tracking notification 1-2 days before your order is due to arrive at your location (the get it by date featured above). ### To find out more pleasesee our FAQs. ### Returns ### We accept returns within 28 days of delivery, to find out more please see ourReturns Policy ### Solid pine ### Wax ### 60kg ### 2 ### Height 15cm, Width 108cm, Depth 44cm ### 15kg ### 1 ### Height 18cm, Width 100cm, Depth 40cm ### 10kg ### Solid pine ### Traditional style handles ### Yes ### In stock, ready for despatchGet it byWed 22 December 2020 ### 2 year warranty available ### Your guarantee starts from your date of purchase and is valid for 2 years following this. ### Our guarantee covers you in the eventuality of any of the following: ### Any of the following problems will not be covered by our guarantee: ### Klarna Available ### Get inspiration, new arrivals and latest news straight to your inbox so that you're always in the know. ### Unit 2 Provincial Park, Nether Lane, Ecclesfield, Sheffield, S35 9ZX

7 Horseshoe Park, Pangbourne, Berkshire, RG8 7JW

AGTC LTD Trading as Laura James

Registered company number 08805177email -customercare@laura-james.co.ukhttps://register.fca.org.uk"
https://1outdoorfurniture.com/products/top-up-payment,https://1outdoorfurniture.com,Top Up Payment,"( Last 3 Day ) Open Giant SALE / September 2 to 8 , 2024. / Up to 70% Off Clearance / Extra 10% OFF,  Free Instalment, 0% Interest! ### Regular price$1.00Sale"
https://mossgardenhome.com/products/chorus-dining-chair,https://mossgardenhome.com,Chorus Outdoor Dining Chair,"North American-wide Shipping & GTA Furniture Delivery available ### North American-wide Shipping & GTA Furniture Delivery available ### Your Cart is Empty ### Taxes andshippingcalculated at checkout ### 9326 ### The Chorus Outdoor Dining Chair is the perfect option for outdoor dining, entertaining and relaxing. ### Modern yet traditional, it brings the comfort of home to any outdoor living space. Great for patios, backyards or balconies, this stackable dining chair includes customizable cushions that come in a variety of fabric and pattern options. ### The cushions are made in Canada, the cushions are crafted from Sunbrella® fabric which is stain resistant and built to withstand harsh elements, sun damage, mold and mildew. ### Dimensions: 25.5"" W x 26"" D x 37"" H ### Weight: 24lbs ### Material: Sol Weave® Resin Wicker, Aluminum Frame, Sunbrella® Fabric Cushions ### Available Resin Wicker: Saddle Sol Weave® ### Need it delivered? Select Moss GTA Furniture Delivery at checkout online and we'll call you to schedule a drop off. ### Collections:Chorus Collection,Newly Added,Outdoor Dining Chairs,Outdoor Furniture,Resin Wicker Patio Furniture ### Sign up for our newsletter to get 10% off your first ### online purchase & be the first to know about our latest sales, ### new releases and more! ### Search ### Shipping Policy ### Payment Information ### Returns & Exchange Policy ### Terms of Use ### Privacy Policy ### Contact Us ### Blog ### Company Info ### Store Hours & Location ### Careers ### Your home is a reflection of who you are, our store is a reflection of us. Together let’s create something stylish, beautiful and a pleasure to the senses. At Moss we offer inspiration with our vast selection of products to make your house yourhome. ### © 2024Moss Danforth.Designed by Out of the Sandbox.POSandEcommerce by Shopify ### Sign up for our newsletter and receive 10% OFF your first online purchase! Check your email for the code. ### Discount not applicable on sale items or indoor or outdoor furniture."
